x,y,collections,title,image_url,date,subjects,subject_headings,locations,url
9.658741950988769531e+00,4.138071537017822266e+00,['abraham lincoln papers at the library of congress'],"Abraham Lincoln papers: Series 1. General Correspondence. 1833-1916: Joseph Medill to Abraham Lincoln, Thursday, August 30, 1860 (Political affairs)",https://tile.loc.gov/image-services/iiif/service:mss:mal:036:0363100:001/full/pct:6.25/0/default.jpg#h=341&w=205,1860-08-30,"[{'civil war': 'https://www.loc.gov/search/?fa=subject:civil+war&fo=json'}, {'history': 'https://www.loc.gov/search/?fa=subject:history&fo=json'}, {'manuscripts': 'https://www.loc.gov/search/?fa=subject:manuscripts&fo=json'}, {'politics and government': 'https://www.loc.gov/search/?fa=subject:politics+and+government&fo=json'}, {'presidents': 'https://www.loc.gov/search/?fa=subject:presidents&fo=json'}, {'united states': 'https://www.loc.gov/search/?fa=subject:united+states&fo=json'}]","['United States--History--Civil War, 1861-1865', 'United States--Politics and government--1861-1865', 'Presidents--United States', 'Manuscripts']",None,https://www.loc.gov/item/mal0363100/
8.221434593200683594e+00,3.092772960662841797e+00,['abraham lincoln papers at the library of congress'],"Abraham Lincoln papers: Series 1. General Correspondence. 1833-1916: Anna Ella Carroll to Abraham Lincoln, Monday, May 19, 1862 (Colonization)",https://tile.loc.gov/image-services/iiif/service:mss:mal:160:1605300:001/full/pct:6.25/0/default.jpg#h=478&w=300,1862-05-19,"[{'civil war': 'https://www.loc.gov/search/?fa=subject:civil+war&fo=json'}, {'history': 'https://www.loc.gov/search/?fa=subject:history&fo=json'}, {'manuscripts': 'https://www.loc.gov/search/?fa=subject:manuscripts&fo=json'}, {'politics and government': 'https://www.loc.gov/search/?fa=subject:politics+and+government&fo=json'}, {'presidents': 'https://www.loc.gov/search/?fa=subject:presidents&fo=json'}, {'united states': 'https://www.loc.gov/search/?fa=subject:united+states&fo=json'}]","['United States--History--Civil War, 1861-1865', 'United States--Politics and government--1861-1865', 'Presidents--United States', 'Manuscripts']",None,https://www.loc.gov/item/mal1605300/
1.049468517303466797e+01,3.605345249176025391e+00,['abraham lincoln papers at the library of congress'],"Abraham Lincoln papers: Series 1. General Correspondence. 1833-1916: Norman B. Judd to Abraham Lincoln, Friday, May 13, 1859",https://tile.loc.gov/image-services/iiif/service:mss:mal:017:0173300:001/full/pct:6.25/0/default.jpg#h=314&w=199,1859-05-13,"[{'civil war': 'https://www.loc.gov/search/?fa=subject:civil+war&fo=json'}, {'history': 'https://www.loc.gov/search/?fa=subject:history&fo=json'}, {'manuscripts': 'https://www.loc.gov/search/?fa=subject:manuscripts&fo=json'}, {'politics and government': 'https://www.loc.gov/search/?fa=subject:politics+and+government&fo=json'}, {'presidents': 'https://www.loc.gov/search/?fa=subject:presidents&fo=json'}, {'united states': 'https://www.loc.gov/search/?fa=subject:united+states&fo=json'}]","['United States--History--Civil War, 1861-1865', 'United States--Politics and government--1861-1865', 'Presidents--United States', 'Manuscripts']",None,https://www.loc.gov/item/mal0173300/
9.350541114807128906e+00,3.706048965454101562e+00,['abraham lincoln papers at the library of congress'],"Abraham Lincoln papers: Series 1. General Correspondence. 1833-1916: F. C. Fay to Abraham Lincoln, Friday, September 03, 1858 (Political advice)",https://tile.loc.gov/image-services/iiif/service:mss:mal:013:0136200:001/full/pct:6.25/0/default.jpg#h=389&w=300,1858-09-03,"[{'civil war': 'https://www.loc.gov/search/?fa=subject:civil+war&fo=json'}, {'history': 'https://www.loc.gov/search/?fa=subject:history&fo=json'}, {'manuscripts': 'https://www.loc.gov/search/?fa=subject:manuscripts&fo=json'}, {'politics and government': 'https://www.loc.gov/search/?fa=subject:politics+and+government&fo=json'}, {'presidents': 'https://www.loc.gov/search/?fa=subject:presidents&fo=json'}, {'united states': 'https://www.loc.gov/search/?fa=subject:united+states&fo=json'}]","['United States--History--Civil War, 1861-1865', 'United States--Politics and government--1861-1865', 'Presidents--United States', 'Manuscripts']",None,https://www.loc.gov/item/mal0136200/
9.191720962524414062e+00,3.340350866317749023e+00,['abraham lincoln papers at the library of congress'],"Abraham Lincoln papers: Series 1. General Correspondence. 1833-1916: Edward D. Townsend to Abraham Lincoln, Thursday, January 02, 1862 (Painting of Winfield Scott)",https://tile.loc.gov/image-services/iiif/service:mss:mal:137:1379900:001/full/pct:6.25/0/default.jpg#h=313&w=196,1862-01-02,"[{'civil war': 'https://www.loc.gov/search/?fa=subject:civil+war&fo=json'}, {'history': 'https://www.loc.gov/search/?fa=subject:history&fo=json'}, {'manuscripts': 'https://www.loc.gov/search/?fa=subject:manuscripts&fo=json'}, {'politics and government': 'https://www.loc.gov/search/?fa=subject:politics+and+government&fo=json'}, {'presidents': 'https://www.loc.gov/search/?fa=subject:presidents&fo=json'}, {'united states': 'https://www.loc.gov/search/?fa=subject:united+states&fo=json'}]","['United States--History--Civil War, 1861-1865', 'United States--Politics and government--1861-1865', 'Presidents--United States', 'Manuscripts']",None,https://www.loc.gov/item/mal1379900/
8.509106636047363281e+00,3.303381681442260742e+00,['abraham lincoln papers at the library of congress'],"Abraham Lincoln papers: Series 1. General Correspondence. 1833-1916: Thurlow Weed to William H. Seward, Monday, March 24, 1862 (Report from Paris)",https://tile.loc.gov/image-services/iiif/service:mss:mal:152:1520800:001/full/pct:6.25/0/default.jpg#h=322&w=209,1862-03-24,"[{'civil war': 'https://www.loc.gov/search/?fa=subject:civil+war&fo=json'}, {'history': 'https://www.loc.gov/search/?fa=subject:history&fo=json'}, {'manuscripts': 'https://www.loc.gov/search/?fa=subject:manuscripts&fo=json'}, {'politics and government': 'https://www.loc.gov/search/?fa=subject:politics+and+government&fo=json'}, {'presidents': 'https://www.loc.gov/search/?fa=subject:presidents&fo=json'}, {'united states': 'https://www.loc.gov/search/?fa=subject:united+states&fo=json'}]","['United States--History--Civil War, 1861-1865', 'United States--Politics and government--1861-1865', 'Presidents--United States', 'Manuscripts']",None,https://www.loc.gov/item/mal1520800/
1.007915496826171875e+01,2.893760681152343750e+00,['abraham lincoln papers at the library of congress'],"Abraham Lincoln papers: Series 1. General Correspondence. 1833-1916: Daniel G. Roberts to Abraham Lincoln, Tuesday, October 16, 1860 (Politics in Virginia)",https://tile.loc.gov/image-services/iiif/service:mss:mal:040:0401100:001/full/pct:6.25/0/default.jpg#h=456&w=300,1860-10-16,"[{'civil war': 'https://www.loc.gov/search/?fa=subject:civil+war&fo=json'}, {'history': 'https://www.loc.gov/search/?fa=subject:history&fo=json'}, {'manuscripts': 'https://www.loc.gov/search/?fa=subject:manuscripts&fo=json'}, {'politics and government': 'https://www.loc.gov/search/?fa=subject:politics+and+government&fo=json'}, {'presidents': 'https://www.loc.gov/search/?fa=subject:presidents&fo=json'}, {'united states': 'https://www.loc.gov/search/?fa=subject:united+states&fo=json'}]","['United States--History--Civil War, 1861-1865', 'United States--Politics and government--1861-1865', 'Presidents--United States', 'Manuscripts']",None,https://www.loc.gov/item/mal0401100/
1.037748813629150391e+01,3.486797571182250977e+00,['abraham lincoln papers at the library of congress'],"Abraham Lincoln papers: Series 1. General Correspondence. 1833-1916: Eleazer A. Paine to Abraham Lincoln, Tuesday, November 23, 1858 (Congressional candidacy)",https://tile.loc.gov/image-services/iiif/service:mss:mal:014:0149800:001/full/pct:6.25/0/default.jpg#h=392&w=311,1858-11-23,"[{'civil war': 'https://www.loc.gov/search/?fa=subject:civil+war&fo=json'}, {'history': 'https://www.loc.gov/search/?fa=subject:history&fo=json'}, {'manuscripts': 'https://www.loc.gov/search/?fa=subject:manuscripts&fo=json'}, {'politics and government': 'https://www.loc.gov/search/?fa=subject:politics+and+government&fo=json'}, {'presidents': 'https://www.loc.gov/search/?fa=subject:presidents&fo=json'}, {'united states': 'https://www.loc.gov/search/?fa=subject:united+states&fo=json'}]","['United States--History--Civil War, 1861-1865', 'United States--Politics and government--1861-1865', 'Presidents--United States', 'Manuscripts']",None,https://www.loc.gov/item/mal0149800/
9.360917091369628906e+00,3.003100156784057617e+00,['abraham lincoln papers at the library of congress'],"Abraham Lincoln papers: Series 1. General Correspondence. 1833-1916: David Hunter to Abraham Lincoln, Monday, December 23, 1861 (Unhappy with his command)",https://tile.loc.gov/image-services/iiif/service:mss:mal:135:1353100:001/full/pct:6.25/0/default.jpg#h=468&w=317,1861-12-23,"[{'civil war': 'https://www.loc.gov/search/?fa=subject:civil+war&fo=json'}, {'history': 'https://www.loc.gov/search/?fa=subject:history&fo=json'}, {'manuscripts': 'https://www.loc.gov/search/?fa=subject:manuscripts&fo=json'}, {'politics and government': 'https://www.loc.gov/search/?fa=subject:politics+and+government&fo=json'}, {'presidents': 'https://www.loc.gov/search/?fa=subject:presidents&fo=json'}, {'united states': 'https://www.loc.gov/search/?fa=subject:united+states&fo=json'}]","['United States--History--Civil War, 1861-1865', 'United States--Politics and government--1861-1865', 'Presidents--United States', 'Manuscripts']",None,https://www.loc.gov/item/mal1353100/
9.107302665710449219e+00,3.706950426101684570e+00,['abraham lincoln papers at the library of congress'],"Abraham Lincoln papers: Series 1. General Correspondence. 1833-1916: John J. McGilvra to Abraham Lincoln, Saturday, February 14, 1863 (Affairs in Washington Territory)",https://tile.loc.gov/image-services/iiif/service:mss:mal:217:2173200:001/full/pct:6.25/0/default.jpg#h=387&w=302,1863-02-14,"[{'civil war': 'https://www.loc.gov/search/?fa=subject:civil+war&fo=json'}, {'history': 'https://www.loc.gov/search/?fa=subject:history&fo=json'}, {'manuscripts': 'https://www.loc.gov/search/?fa=subject:manuscripts&fo=json'}, {'politics and government': 'https://www.loc.gov/search/?fa=subject:politics+and+government&fo=json'}, {'presidents': 'https://www.loc.gov/search/?fa=subject:presidents&fo=json'}, {'united states': 'https://www.loc.gov/search/?fa=subject:united+states&fo=json'}]","['United States--History--Civil War, 1861-1865', 'United States--Politics and government--1861-1865', 'Presidents--United States', 'Manuscripts']",None,https://www.loc.gov/item/mal2173200/
1.045567321777343750e+01,3.032117843627929688e+00,['abraham lincoln papers at the library of congress'],"Abraham Lincoln papers: Series 1. General Correspondence. 1833-1916: William H. Seward to Abraham Lincoln, Thursday, February 06, 1862 (Daughter is ill)",https://tile.loc.gov/image-services/iiif/service:mss:mal:144:1441500:001/full/pct:6.25/0/default.jpg#h=312&w=203,1862-02-06,"[{'civil war': 'https://www.loc.gov/search/?fa=subject:civil+war&fo=json'}, {'history': 'https://www.loc.gov/search/?fa=subject:history&fo=json'}, {'manuscripts': 'https://www.loc.gov/search/?fa=subject:manuscripts&fo=json'}, {'politics and government': 'https://www.loc.gov/search/?fa=subject:politics+and+government&fo=json'}, {'presidents': 'https://www.loc.gov/search/?fa=subject:presidents&fo=json'}, {'united states': 'https://www.loc.gov/search/?fa=subject:united+states&fo=json'}]","['United States--History--Civil War, 1861-1865', 'United States--Politics and government--1861-1865', 'Presidents--United States', 'Manuscripts']",None,https://www.loc.gov/item/mal1441500/
9.898200988769531250e+00,3.353858947753906250e+00,['abraham lincoln papers at the library of congress'],"Abraham Lincoln papers: Series 1. General Correspondence. 1833-1916: Charles C. Nott to Abraham Lincoln, Saturday, September 01, 1860 (Sends proofsheets of Cooper Union Speech)",https://tile.loc.gov/image-services/iiif/service:mss:mal:036:0364800:001/full/pct:6.25/0/default.jpg#h=295&w=181,1860-09-01,"[{'civil war': 'https://www.loc.gov/search/?fa=subject:civil+war&fo=json'}, {'history': 'https://www.loc.gov/search/?fa=subject:history&fo=json'}, {'manuscripts': 'https://www.loc.gov/search/?fa=subject:manuscripts&fo=json'}, {'politics and government': 'https://www.loc.gov/search/?fa=subject:politics+and+government&fo=json'}, {'presidents': 'https://www.loc.gov/search/?fa=subject:presidents&fo=json'}, {'united states': 'https://www.loc.gov/search/?fa=subject:united+states&fo=json'}]","['United States--History--Civil War, 1861-1865', 'United States--Politics and government--1861-1865', 'Presidents--United States', 'Manuscripts']",None,https://www.loc.gov/item/mal0364800/
9.873420715332031250e+00,3.376090288162231445e+00,['abraham lincoln papers at the library of congress'],"Abraham Lincoln papers: Series 1. General Correspondence. 1833-1916: Henry A. Wise to Abraham Lincoln, Friday, February 14, 1862 (Sends drawing of mortars)",https://tile.loc.gov/image-services/iiif/service:mss:mal:145:1453500:001/full/pct:6.25/0/default.jpg#h=391&w=305,1862-02-14,"[{'civil war': 'https://www.loc.gov/search/?fa=subject:civil+war&fo=json'}, {'history': 'https://www.loc.gov/search/?fa=subject:history&fo=json'}, {'manuscripts': 'https://www.loc.gov/search/?fa=subject:manuscripts&fo=json'}, {'politics and government': 'https://www.loc.gov/search/?fa=subject:politics+and+government&fo=json'}, {'presidents': 'https://www.loc.gov/search/?fa=subject:presidents&fo=json'}, {'united states': 'https://www.loc.gov/search/?fa=subject:united+states&fo=json'}]","['United States--History--Civil War, 1861-1865', 'United States--Politics and government--1861-1865', 'Presidents--United States', 'Manuscripts']",None,https://www.loc.gov/item/mal1453500/
8.962800025939941406e+00,3.447706222534179688e+00,['abraham lincoln papers at the library of congress'],"Abraham Lincoln papers: Series 1. General Correspondence. 1833-1916: Horace Maynard and George W. Bridges to Abraham Lincoln, Friday, March 06, 1863 (Recommendations concerning East Tennessee)",https://tile.loc.gov/image-services/iiif/service:mss:mal:222:2224600:001/full/pct:6.25/0/default.jpg#h=384&w=309,1863-03-06,"[{'civil war': 'https://www.loc.gov/search/?fa=subject:civil+war&fo=json'}, {'history': 'https://www.loc.gov/search/?fa=subject:history&fo=json'}, {'manuscripts': 'https://www.loc.gov/search/?fa=subject:manuscripts&fo=json'}, {'politics and government': 'https://www.loc.gov/search/?fa=subject:politics+and+government&fo=json'}, {'presidents': 'https://www.loc.gov/search/?fa=subject:presidents&fo=json'}, {'united states': 'https://www.loc.gov/search/?fa=subject:united+states&fo=json'}]","['United States--History--Civil War, 1861-1865', 'United States--Politics and government--1861-1865', 'Presidents--United States', 'Manuscripts']",None,https://www.loc.gov/item/mal2224600/
9.669366836547851562e+00,3.664530515670776367e+00,['abraham lincoln papers at the library of congress'],"Abraham Lincoln papers: Series 1. General Correspondence. 1833-1916: Henry Addison to Abraham Lincoln, Monday, April 06, 1863 (Introduces Catherine Boucher)",https://tile.loc.gov/image-services/iiif/service:mss:mal:228:2283100:001/full/pct:6.25/0/default.jpg#h=378&w=306,1863-04-06,"[{'civil war': 'https://www.loc.gov/search/?fa=subject:civil+war&fo=json'}, {'history': 'https://www.loc.gov/search/?fa=subject:history&fo=json'}, {'manuscripts': 'https://www.loc.gov/search/?fa=subject:manuscripts&fo=json'}, {'politics and government': 'https://www.loc.gov/search/?fa=subject:politics+and+government&fo=json'}, {'presidents': 'https://www.loc.gov/search/?fa=subject:presidents&fo=json'}, {'united states': 'https://www.loc.gov/search/?fa=subject:united+states&fo=json'}]","['United States--History--Civil War, 1861-1865', 'United States--Politics and government--1861-1865', 'Presidents--United States', 'Manuscripts']",None,https://www.loc.gov/item/mal2283100/
8.881845474243164062e+00,2.904130697250366211e+00,['abraham lincoln papers at the library of congress'],"Abraham Lincoln papers: Series 1. General Correspondence. 1833-1916: Orville H. Browning to Abraham Lincoln, Tuesday, September 17, 1861 (Fremont's proclamation)",https://tile.loc.gov/image-services/iiif/service:mss:mal:117:1172400:001/full/pct:6.25/0/default.jpg#h=402&w=316,1861-09-17,"[{'civil war': 'https://www.loc.gov/search/?fa=subject:civil+war&fo=json'}, {'history': 'https://www.loc.gov/search/?fa=subject:history&fo=json'}, {'manuscripts': 'https://www.loc.gov/search/?fa=subject:manuscripts&fo=json'}, {'politics and government': 'https://www.loc.gov/search/?fa=subject:politics+and+government&fo=json'}, {'presidents': 'https://www.loc.gov/search/?fa=subject:presidents&fo=json'}, {'united states': 'https://www.loc.gov/search/?fa=subject:united+states&fo=json'}]","['United States--History--Civil War, 1861-1865', 'United States--Politics and government--1861-1865', 'Presidents--United States', 'Manuscripts']",None,https://www.loc.gov/item/mal1172400/
9.339240074157714844e+00,3.779345989227294922e+00,['abraham lincoln papers at the library of congress'],"Abraham Lincoln papers: Series 1. General Correspondence. 1833-1916: George R. Taylor to Hamilton R. Gamble, Monday, April 13, 1863 (Pacific Railroad and Missouri; endorsed by Gamble to Lincoln)",https://tile.loc.gov/image-services/iiif/service:mss:mal:229:2297300:001/full/pct:6.25/0/default.jpg#h=387&w=306,1863-04-13,"[{'civil war': 'https://www.loc.gov/search/?fa=subject:civil+war&fo=json'}, {'history': 'https://www.loc.gov/search/?fa=subject:history&fo=json'}, {'manuscripts': 'https://www.loc.gov/search/?fa=subject:manuscripts&fo=json'}, {'politics and government': 'https://www.loc.gov/search/?fa=subject:politics+and+government&fo=json'}, {'presidents': 'https://www.loc.gov/search/?fa=subject:presidents&fo=json'}, {'united states': 'https://www.loc.gov/search/?fa=subject:united+states&fo=json'}]","['United States--History--Civil War, 1861-1865', 'United States--Politics and government--1861-1865', 'Presidents--United States', 'Manuscripts']",None,https://www.loc.gov/item/mal2297300/
9.534658432006835938e+00,2.953496456146240234e+00,['abraham lincoln papers at the library of congress'],"Abraham Lincoln papers: Series 1. General Correspondence. 1833-1916: Adam Gurowski to Abraham Lincoln, Tuesday, March 12, 1861 (Seeks office)",https://tile.loc.gov/image-services/iiif/service:mss:mal:080:0802100:001/full/pct:6.25/0/default.jpg#h=360&w=294,1861-03-12,"[{'civil war': 'https://www.loc.gov/search/?fa=subject:civil+war&fo=json'}, {'history': 'https://www.loc.gov/search/?fa=subject:history&fo=json'}, {'manuscripts': 'https://www.loc.gov/search/?fa=subject:manuscripts&fo=json'}, {'politics and government': 'https://www.loc.gov/search/?fa=subject:politics+and+government&fo=json'}, {'presidents': 'https://www.loc.gov/search/?fa=subject:presidents&fo=json'}, {'united states': 'https://www.loc.gov/search/?fa=subject:united+states&fo=json'}]","['United States--History--Civil War, 1861-1865', 'United States--Politics and government--1861-1865', 'Presidents--United States', 'Manuscripts']",None,https://www.loc.gov/item/mal0802100/
9.720623016357421875e+00,4.619847297668457031e+00,['abraham lincoln papers at the library of congress'],"Abraham Lincoln papers: Series 1. General Correspondence. 1833-1916: A. B. Pikard to Abraham Lincoln, Sunday, April 03, 1859 (Phonetics)",https://tile.loc.gov/image-services/iiif/service:mss:mal:016:0168400:001/full/pct:6.25/0/default.jpg#h=390&w=305,1859-04-03,"[{'civil war': 'https://www.loc.gov/search/?fa=subject:civil+war&fo=json'}, {'history': 'https://www.loc.gov/search/?fa=subject:history&fo=json'}, {'manuscripts': 'https://www.loc.gov/search/?fa=subject:manuscripts&fo=json'}, {'politics and government': 'https://www.loc.gov/search/?fa=subject:politics+and+government&fo=json'}, {'presidents': 'https://www.loc.gov/search/?fa=subject:presidents&fo=json'}, {'united states': 'https://www.loc.gov/search/?fa=subject:united+states&fo=json'}]","['United States--History--Civil War, 1861-1865', 'United States--Politics and government--1861-1865', 'Presidents--United States', 'Manuscripts']",None,https://www.loc.gov/item/mal0168400/
9.051243782043457031e+00,3.308189392089843750e+00,['abraham lincoln papers at the library of congress'],"Abraham Lincoln papers: Series 1. General Correspondence. 1833-1916: Nathaniel Pettit to Abraham Lincoln, Monday, December 10, 1860 (Secession crisis and political advice)",https://tile.loc.gov/image-services/iiif/service:mss:mal:049:0496000:001/full/pct:6.25/0/default.jpg#h=306&w=193,1860-12-10,"[{'civil war': 'https://www.loc.gov/search/?fa=subject:civil+war&fo=json'}, {'history': 'https://www.loc.gov/search/?fa=subject:history&fo=json'}, {'manuscripts': 'https://www.loc.gov/search/?fa=subject:manuscripts&fo=json'}, {'politics and government': 'https://www.loc.gov/search/?fa=subject:politics+and+government&fo=json'}, {'presidents': 'https://www.loc.gov/search/?fa=subject:presidents&fo=json'}, {'united states': 'https://www.loc.gov/search/?fa=subject:united+states&fo=json'}]","['United States--History--Civil War, 1861-1865', 'United States--Politics and government--1861-1865', 'Presidents--United States', 'Manuscripts']",None,https://www.loc.gov/item/mal0496000/
1.001135253906250000e+01,2.558027267456054688e+00,['abraham lincoln papers at the library of congress'],"Abraham Lincoln papers: Series 1. General Correspondence. 1833-1916: Franz Sigel to Samuel R. Curtis, Tuesday, December 31, 1861 (Letter of resignation)",https://tile.loc.gov/image-services/iiif/service:mss:mal:136:1361100:001/full/pct:6.25/0/default.jpg#h=422&w=338,1861-12-31,"[{'civil war': 'https://www.loc.gov/search/?fa=subject:civil+war&fo=json'}, {'history': 'https://www.loc.gov/search/?fa=subject:history&fo=json'}, {'manuscripts': 'https://www.loc.gov/search/?fa=subject:manuscripts&fo=json'}, {'politics and government': 'https://www.loc.gov/search/?fa=subject:politics+and+government&fo=json'}, {'presidents': 'https://www.loc.gov/search/?fa=subject:presidents&fo=json'}, {'united states': 'https://www.loc.gov/search/?fa=subject:united+states&fo=json'}]","['United States--History--Civil War, 1861-1865', 'United States--Politics and government--1861-1865', 'Presidents--United States', 'Manuscripts']",None,https://www.loc.gov/item/mal1361100/
1.027904319763183594e+01,3.965147018432617188e+00,['abraham lincoln papers at the library of congress'],"Abraham Lincoln papers: Series 1. General Correspondence. 1833-1916: Hawkins Taylor to Abraham Lincoln, Sunday, October 03, 1858 (Politics)",https://tile.loc.gov/image-services/iiif/service:mss:mal:014:0142800:001/full/pct:6.25/0/default.jpg#h=318&w=204,1858-10-03,"[{'civil war': 'https://www.loc.gov/search/?fa=subject:civil+war&fo=json'}, {'history': 'https://www.loc.gov/search/?fa=subject:history&fo=json'}, {'manuscripts': 'https://www.loc.gov/search/?fa=subject:manuscripts&fo=json'}, {'politics and government': 'https://www.loc.gov/search/?fa=subject:politics+and+government&fo=json'}, {'presidents': 'https://www.loc.gov/search/?fa=subject:presidents&fo=json'}, {'united states': 'https://www.loc.gov/search/?fa=subject:united+states&fo=json'}]","['United States--History--Civil War, 1861-1865', 'United States--Politics and government--1861-1865', 'Presidents--United States', 'Manuscripts']",None,https://www.loc.gov/item/mal0142800/
9.938790321350097656e+00,3.006461858749389648e+00,['abraham lincoln papers at the library of congress'],"Abraham Lincoln papers: Series 1. General Correspondence. 1833-1916: James T. Thornton to Abraham Lincoln, Monday, November 29, 1858 (Law study)",https://tile.loc.gov/image-services/iiif/service:mss:mal:015:0150200:001/full/pct:6.25/0/default.jpg#h=297&w=234,1858-11-29,"[{'civil war': 'https://www.loc.gov/search/?fa=subject:civil+war&fo=json'}, {'history': 'https://www.loc.gov/search/?fa=subject:history&fo=json'}, {'manuscripts': 'https://www.loc.gov/search/?fa=subject:manuscripts&fo=json'}, {'politics and government': 'https://www.loc.gov/search/?fa=subject:politics+and+government&fo=json'}, {'presidents': 'https://www.loc.gov/search/?fa=subject:presidents&fo=json'}, {'united states': 'https://www.loc.gov/search/?fa=subject:united+states&fo=json'}]","['United States--History--Civil War, 1861-1865', 'United States--Politics and government--1861-1865', 'Presidents--United States', 'Manuscripts']",None,https://www.loc.gov/item/mal0150200/
9.606687545776367188e+00,3.263554573059082031e+00,['abraham lincoln papers at the library of congress'],"Abraham Lincoln papers: Series 1. General Correspondence. 1833-1916: Abraham Lincoln, November 1861 (Draft of Bill for Compensated Emancipation in Delaware)",https://tile.loc.gov/image-services/iiif/service:mss:mal:131:1318600:001/full/pct:6.25/0/default.jpg#h=487&w=311,1861-11,"[{'civil war': 'https://www.loc.gov/search/?fa=subject:civil+war&fo=json'}, {'history': 'https://www.loc.gov/search/?fa=subject:history&fo=json'}, {'manuscripts': 'https://www.loc.gov/search/?fa=subject:manuscripts&fo=json'}, {'politics and government': 'https://www.loc.gov/search/?fa=subject:politics+and+government&fo=json'}, {'presidents': 'https://www.loc.gov/search/?fa=subject:presidents&fo=json'}, {'united states': 'https://www.loc.gov/search/?fa=subject:united+states&fo=json'}]","['United States--History--Civil War, 1861-1865', 'United States--Politics and government--1861-1865', 'Presidents--United States', 'Manuscripts']",None,https://www.loc.gov/item/mal1318600/
9.368649482727050781e+00,3.997500658035278320e+00,['abraham lincoln papers at the library of congress'],"Abraham Lincoln papers: Series 1. General Correspondence. 1833-1916: John Rentchler to Abraham Lincoln, Friday, December 07, 1860 (Minister urges Lincoln to obey God's word)",https://tile.loc.gov/image-services/iiif/service:mss:mal:048:0487900:001/full/pct:6.25/0/default.jpg#h=442&w=281,1860-12-07,"[{'civil war': 'https://www.loc.gov/search/?fa=subject:civil+war&fo=json'}, {'history': 'https://www.loc.gov/search/?fa=subject:history&fo=json'}, {'manuscripts': 'https://www.loc.gov/search/?fa=subject:manuscripts&fo=json'}, {'politics and government': 'https://www.loc.gov/search/?fa=subject:politics+and+government&fo=json'}, {'presidents': 'https://www.loc.gov/search/?fa=subject:presidents&fo=json'}, {'united states': 'https://www.loc.gov/search/?fa=subject:united+states&fo=json'}]","['United States--History--Civil War, 1861-1865', 'United States--Politics and government--1861-1865', 'Presidents--United States', 'Manuscripts']",None,https://www.loc.gov/item/mal0487900/
1.068197631835937500e+01,3.275925397872924805e+00,['abraham lincoln papers at the library of congress'],"Abraham Lincoln papers: Series 1. General Correspondence. 1833-1916: John A. Dix to Abraham Lincoln, Friday, January 30, 1863 (Telegram reporting movement of ironclads)",https://tile.loc.gov/image-services/iiif/service:mss:mal:214:2142100:001/full/pct:6.25/0/default.jpg#h=386&w=302,1863-01-30,"[{'civil war': 'https://www.loc.gov/search/?fa=subject:civil+war&fo=json'}, {'history': 'https://www.loc.gov/search/?fa=subject:history&fo=json'}, {'manuscripts': 'https://www.loc.gov/search/?fa=subject:manuscripts&fo=json'}, {'politics and government': 'https://www.loc.gov/search/?fa=subject:politics+and+government&fo=json'}, {'presidents': 'https://www.loc.gov/search/?fa=subject:presidents&fo=json'}, {'united states': 'https://www.loc.gov/search/?fa=subject:united+states&fo=json'}]","['United States--History--Civil War, 1861-1865', 'United States--Politics and government--1861-1865', 'Presidents--United States', 'Manuscripts']",None,https://www.loc.gov/item/mal2142100/
1.022800350189208984e+01,2.868295669555664062e+00,['abraham lincoln papers at the library of congress'],"Abraham Lincoln papers: Series 1. General Correspondence. 1833-1916: Richard Thorne to Abraham Lincoln, Saturday, February 05, 1859",https://tile.loc.gov/image-services/iiif/service:mss:mal:016:0162700:001/full/pct:6.25/0/default.jpg#h=394&w=296,1859-02-05,"[{'civil war': 'https://www.loc.gov/search/?fa=subject:civil+war&fo=json'}, {'history': 'https://www.loc.gov/search/?fa=subject:history&fo=json'}, {'manuscripts': 'https://www.loc.gov/search/?fa=subject:manuscripts&fo=json'}, {'politics and government': 'https://www.loc.gov/search/?fa=subject:politics+and+government&fo=json'}, {'presidents': 'https://www.loc.gov/search/?fa=subject:presidents&fo=json'}, {'united states': 'https://www.loc.gov/search/?fa=subject:united+states&fo=json'}]","['United States--History--Civil War, 1861-1865', 'United States--Politics and government--1861-1865', 'Presidents--United States', 'Manuscripts']",None,https://www.loc.gov/item/mal0162700/
8.827589988708496094e+00,3.498643159866333008e+00,['abraham lincoln papers at the library of congress'],"Abraham Lincoln papers: Series 1. General Correspondence. 1833-1916: Winfield Scott to Abraham Lincoln, Tuesday, March 12, 1861 (Report on Fort Sumter)",https://tile.loc.gov/image-services/iiif/service:mss:mal:080:0802700:001/full/pct:6.25/0/default.jpg#h=501&w=319,1861-03-12,"[{'civil war': 'https://www.loc.gov/search/?fa=subject:civil+war&fo=json'}, {'history': 'https://www.loc.gov/search/?fa=subject:history&fo=json'}, {'manuscripts': 'https://www.loc.gov/search/?fa=subject:manuscripts&fo=json'}, {'politics and government': 'https://www.loc.gov/search/?fa=subject:politics+and+government&fo=json'}, {'presidents': 'https://www.loc.gov/search/?fa=subject:presidents&fo=json'}, {'united states': 'https://www.loc.gov/search/?fa=subject:united+states&fo=json'}]","['United States--History--Civil War, 1861-1865', 'United States--Politics and government--1861-1865', 'Presidents--United States', 'Manuscripts']",None,https://www.loc.gov/item/mal0802700/
